caseID,AQP1,SEPT8,RBM17,TRIM47,VPS25
TCGA-SU-A7E7-01,2623.45,1229.2,1046.31,334.513,980.973
TCGA-TK-A8OK-01,12108.4,1243.14,1441.83,514.615,605.403
TCGA-TP-A8TT-01,3122.97,1205.81,1000.74,444.833,1049.13
TCGA-TP-A8TV-01,1824.42,1157.33,753.971,140.658,1317.12
TCGA-V1-A8MF-01,3340.76,1227.83,878.013,210.356,1528.16
TCGA-V1-A8MG-01,2955.54,1221.63,1003.24,295.06,1030.71
TCGA-V1-A8MJ-01,889.112,1199.55,1028.38,589.727,1039.81
TCGA-V1-A8MK-01,2517.52,1226.04,917.305000000001,370.886,1069.81
TCGA-V1-A8ML-01,1560.93,1054.68,1142.77,340.865,1058.19
TCGA-V1-A8MM-01,4370.46,1088.81,1306.6,309.127,1055.45
TCGA-V1-A8MU-01,5464.18,1182.25,896.293000000001,539.63,1062.17
TCGA-V1-A8WL-01,2252.33,1233.17,917.006999999999,222.957,1322.72
TCGA-V1-A8WN-01,2330.09,1106.13,1028.68,370.638,898.21
TCGA-V1-A8WS-01,1628.04,1530.28,960.369,178.078,1068.14
TCGA-V1-A8WV-01,2375.66,1821.77,1147.73,451.656,894.659
TCGA-V1-A8WW-01,2209.58,1185.94,1103.91,741.268,626.229
TCGA-V1-A8X3-01,1234.89,1063.77,785.898,213.241,1139.72
TCGA-V1-A9O5-01,1442.3,1514,1796.57,620.128,1353.56
TCGA-V1-A9O7-01,5697.96,1225.29,1245.73,404.83,903.082
TCGA-V1-A9O9-01,2082.14,1300.26,899.783,255.595,926.395
TCGA-V1-A9OA-01,4100.14,1114.64,1208.59,319.751,964.778999999999
TCGA-V1-A9OF-01,947.621,1206.86,794.101,122.982,1396.53
TCGA-V1-A9OH-01,2407.03,1189.58,992.877000000001,420.957,977.589
TCGA-V1-A9OL-01,1494.74,1345.03,884.706,319.298,1103.31
TCGA-V1-A9OQ-01,6667.54,1262.44,724.584,240.019,1279.58
TCGA-V1-A9OT-01,1663.6,1684.84,721.908,257.979,768.617
TCGA-V1-A9OX-01,2791.65,1176.05,1020.4,335.635,1189.3
TCGA-V1-A9OY-01,2560.39,1325.19,741.123,315.32,1277.26
TCGA-V1-A9Z7-01,6471.88,1188.92,1231.76,342.207,1188.92
TCGA-V1-A9Z8-01,9046.43000000001,1461.33,1040.45,624.662,1450.51
TCGA-V1-A9Z9-01,3608.6,995.589999999999,996.692,309.813,1315.33
TCGA-V1-A9ZG-01,3514.67,1210.56,1210.32,303.375,958.181
TCGA-V1-A9ZI-01,4523.4,1513.86,1345.7,337.955,925.477
TCGA-V1-A9ZK-01,2489.87,1017.73,1023.26,264.603,958.33
TCGA-V1-A9ZR-01,5171.8,1531.42,1125.19,402.139,843.137
TCGA-VN-A88I-01,10044,1327.01,1148.33,841.954,806.322
TCGA-VN-A88K-01,3029.58,1488.03,1386.82,351.207,793.561
TCGA-VN-A88L-01,3152.04,1406.43,835.231,344.801,965.343
TCGA-VN-A88M-01,1390.83,1397.55,556.235,152.948,959.136
TCGA-VN-A88N-01,1417.66,1145.82,1015.26,287.376,1094.24
TCGA-VN-A88O-01,1871.95,1196.92,758.68,210.139,1192.78
TCGA-VN-A88P-01,3773.08,1238.82,880.047,254.701,1134.23
TCGA-VN-A88Q-01,2006.33,1273.3,792.611000000001,318.099,817.195
TCGA-VN-A88R-01,3117.78,1202.24,1033.34,511.25,1317.5
TCGA-VN-A943-01,776.402,901.166,464.215,195.157,1409.87
TCGA-VP-A872-01,2351.96,1447.77,927.975,830.279,1705.26
TCGA-VP-A875-01,718.766,1012.77,908.758999999999,97.8102,788.321
TCGA-VP-A876-01,841.277,1380.22,690.39,240.208,1141.13
TCGA-VP-A878-01,5013.62,1200,1182.79,518.723,1022.98
TCGA-VP-A879-01,2507.16,1213.51,942.878,394.276,899.828
TCGA-VP-A87B-01,1340.04,1222.04,656.387,186.801,1150.45
TCGA-VP-A87C-01,2991.13,1213.19,981.921,386.648,643.047
TCGA-VP-A87D-01,1053.42,1126.86,991.383,168.484,941.526
TCGA-VP-A87E-01,2508.73,1071.63,887.654,402.936,1036.19
TCGA-VP-A87H-01,1226.8,1020.64,1033.13,352.103,1144.33
TCGA-VP-A87J-01,1374.25,524.701,1850.66,128.368,1068.86
TCGA-VP-A87K-01,1039.14,1155.49,723.65,178.326,1082.28
TCGA-VP-AA1N-01,2379.08,1164.8,909.039,383.81,988.613000000001
TCGA-WW-A8ZI-01,1966.11,1361.2,658.116,214.093,922.882
TCGA-X4-A8KQ-01,3148.33,1563.16,966.585,746.536000000001,528.117
TCGA-X4-A8KS-01,1399.5,1365.59,793.093,358.147,842.845
TCGA-XA-A8JR-01,1206.3,1239.96,654.484,350.706,1058.09
TCGA-XJ-A83F-01,3266.97,1432.58,600.415,325.235,1119.86
TCGA-XJ-A83G-01,607.323,1166.75,753.385,294.985,1551.28
TCGA-XJ-A83H-01,1178.62,1154.72,776.352,451.572,1100.63
TCGA-XJ-A9DI-01,4213.46,1417.6,1275.31,572.616,957.457
TCGA-XJ-A9DK-01,2291.78,1117.89,1436.99,208.903,1102.93
TCGA-XJ-A9DQ-01,3518.14,1250.24,967.01,393.182,941.545
TCGA-XJ-A9DX-01,1888.89,3034.91,1231.5,226.155,784.661
TCGA-XK-AAIR-01,2621.07,1190.19,1028.41,398.867,1163.26
TCGA-XK-AAIV-01,2582.97,979.066999999999,1253.25,598.999,1442.76
TCGA-XK-AAIW-01,773.855,1285.07,798.126,287.149,798.753
TCGA-XK-AAJA-01,2138.77,1167.92,984.33,395.696,1104.11
TCGA-XK-AAJP-01,739.027,1009.98,880.338,156.405,1346.52
TCGA-XK-AAJR-01,2525.31,1041.75,1101.77,282.721,1344.73
TCGA-XK-AAJT-01,3912.06,1249.77,878.472,472.507,1260.95
TCGA-XK-AAJU-01,3634.82,1212.94,997.537,477.582,1238.92
TCGA-XQ-A8TA-01,599.938,1724.72,1713.59,79.2449,1887.77
TCGA-XQ-A8TB-01,2229.75,1420.16,1201.92,261.39,911.643
TCGA-Y6-A8TL-01,3079.08,1032.14,814.202,239.626,1173.99
TCGA-Y6-A9XI-01,1998.05,1186.77,1012.07,153.432,1103.44
TCGA-YJ-A8SW-01,653.237,907.914,779.421,292.086,1100.72
TCGA-YL-A8HJ-01,5531.02,1162.54,1113.36,436.764,535.695
TCGA-YL-A8HK-01,3708.93,1376.72,1411.93,375.934,1025.17
TCGA-YL-A8HL-01,1206.74,1170.58,1165.52,200.335,1194.05
TCGA-YL-A8HM-01,1253.19,1193.95,956.436,235.392,1426.44
TCGA-YL-A8HO-01,4439.24,1308.05,1215.91,374.638,909.67
TCGA-YL-A8S8-01,2084.61,1181.55,1433.09,138.45,1259.81
TCGA-YL-A8S9-01,623.021,966.928,765.478,137.288,849.187
TCGA-YL-A8SA-01,1321.22,1218.18,943.063,288.951,1145.14
TCGA-YL-A8SB-01,4277.88,1273.49,1002.22,405.549,786.737
TCGA-YL-A8SC-01,1688.39,1124.56,1248.26,353.857,998.585
TCGA-YL-A8SF-01,2522.42,1352.57,1196.6,240.56,1015.27
TCGA-YL-A8SH-01,4831.68,1232.56,650.613,300.74,1148.52
TCGA-YL-A8SI-01,5323.33,1179.63,932.421,291.197,1256.91
TCGA-YL-A8SJ-01,4851.46,1294.63,1373.99,392.824,922.013
TCGA-YL-A8SK-01,3423.45,1357.02,1182.08,489.168,813.258
TCGA-YL-A8SL-01,1508.83,782.146,1289.5,314.49,1065.37
TCGA-YL-A8SO-01,2511.43,1401.6,857.888,550.4,1403.2
TCGA-YL-A8SP-01,2170.61,1401.61,1052.89,250.106,775.286
TCGA-YL-A8SQ-01,2231.87,1068.13,921.896,254.945,1031.87
TCGA-YL-A8SR-01,5948.22,1089.66,760.242,315.934,1163.05
TCGA-YL-A9WH-01,1195.91,1763.95,3768,337.675,1163.77
TCGA-YL-A9WI-01,545.007,1179.05,965.047,210.526,1233.15
TCGA-YL-A9WJ-01,3457.89,943.349,1397.59,717.021999999999,1228.47
TCGA-YL-A9WK-01,6503.66,1085.09,934.936,414.913,1153.25
TCGA-YL-A9WL-01,1885.98,1526.15,1434.14,378.041,992.728999999999
TCGA-YL-A9WX-01,2884.47,1119.1,1159.44,390.649,1058.67
TCGA-YL-A9WY-01,5112.99,1461.28,1570.61,405.45,1192.76
TCGA-ZG-A8QW-01,2775.48,1157.02,824.092,546.525,1253.28
TCGA-ZG-A8QX-01,2153.87,1105.08,709.007,296.193,1225.85
TCGA-ZG-A8QY-01,3811.05,1112.59,955.758,399.789,945.34
TCGA-ZG-A8QZ-01,3069.85,1197.82,1269.32,395.226,1211.16
TCGA-ZG-A9KY-01,2979.26,1159.75,1472.87,225.387,658.204
TCGA-ZG-A9L0-01,4600.11,1340.06,1612.21,514.272,1019.68
TCGA-ZG-A9L1-01,2111.44,1433.09,876.284,191.035,910.839
TCGA-ZG-A9L2-01,6630.46,1258.1,1316.37,430.807,1091.75
TCGA-ZG-A9L4-01,7399.45,1286.31,1400.83,392.296,814.367
TCGA-ZG-A9L5-01,1110.25,1451.47,1533.29,147.202,1039.98
TCGA-ZG-A9L6-01,6409.24,1230.59,1251.74,422.404,1011.82
TCGA-ZG-A9L9-01,5472.76,1610.22,1114.74,933.41,888.060000000001
TCGA-ZG-A9LB-01,1727.27,1966.94,649.201,538.108,1148.76
TCGA-ZG-A9LM-01,2148.6,2416.09,1150.57,238.029,688.517
TCGA-ZG-A9LN-01,2196.91,1333.47,1068.86,524.216,800.833
TCGA-ZG-A9LS-01,6408.43,1004.86,1223.52,603.728,960.292
TCGA-ZG-A9LU-01,2096.54,1367.55,828.613,738.404,1198.96
TCGA-ZG-A9LY-01,3697.38,1221.42,1293.29,373.836,1024.13
TCGA-ZG-A9LZ-01,1705.01,1424.74,1021.69,269.002,1267.51
TCGA-ZG-A9M4-01,3824.4,1088.85,1358.67,313.114,953.866
TCGA-ZG-A9MC-01,4421.42,1346.85,1486.1,741.742,984.484999999999
TCGA-ZG-A9N3-01,2762.38,1111.53,1134.79,487.963,1115.64
TCGA-ZG-A9ND-01,1151.25,1114.99,914.404000000001,203.355,1590.87
TCGA-ZG-A9NI-01,3519.98,1290.31,1052.75,625.24,1267.01
